title,source,first_term_type
Latin America -- Social conditions -- Sources,Library of Congress Subject Headings,geographic
United States -- Foreign relations -- 1974-1977 -- History -- Sources,Library of Congress Subject Headings,geographic
United States -- Relations -- History -- Sources,Library of Congress Subject Headings,geographic
Jammu and Kashmir (India) -- Politics and government,Library of Congress Subject Headings,geographic
India -- History -- 20th century -- Sources,Library of Congress Subject Headings,geographic
United States -- Armed Forces -- Women,Library of Congress Subject Headings,geographic
United States -- Armed Forces -- African Americans,Library of Congress Subject Headings,geographic
Japan -- Commerce -- United States -- History -- Sources,Library of Congress Subject Headings,geographic
United States -- Commerce -- Japan -- History -- Sources,Library of Congress Subject Headings,geographic
China -- History -- 1937-1945 -- Sources,Library of Congress Subject Headings,geographic
United States -- Race relations,lcsh,geographic
United States -- Foreign relations -- Mexico,Library of Congress Subject Headings,geographic
Mexico -- Foreign relations -- United States,Library of Congress Subject Headings,geographic
United States -- Foreign relations -- Cuba,Library of Congress Subject Headings,geographic
Cuba -- Foreign relations -- United States,Library of Congress Subject Headings,geographic
Morocco -- History -- 20th century -- Sources,Library of Congress Subject Headings,geographic
"Algeria -- History -- Revolution, 1954-1962 -- Sources",Library of Congress Subject Headings,geographic
"France -- History -- German occupation, 1940-1945 -- Sources",Library of Congress Subject Headings,geographic
Le Chambon-sur-Lignon (France) -- History -- Sources,Library of Congress Subject Headings,geographic
Germany -- Politics and government -- 20th century -- Sources,Library of Congress Subject Headings,geographic
United States -- Armed Forces -- African Americans -- History -- Sources,Library of Congress Subject Headings,geographic
Montgomery (Ala.) -- Race relations -- History -- Sources,Library of Congress Subject Headings,geographic
United States -- Foreign relations -- History -- Sources,Library of Congress Subject Headings,geographic
"Flushing (New York, N.Y.) -- History -- Sources",Library of Congress Subject Headings,geographic
Europe -- Social conditions -- 20th century -- Sources,Library of Congress Subject Headings,geographic
McKeesport (Pa.) -- History -- Sources.,Library of Congress Subject Headings,geographic
Chester (Pa.) -- History -- Sources,lcsh,geographic
United States -- Emigration and immigration -- History -- Sources,Library of Congress Subject Headings,geographic
Media (Pa.) -- History -- Sources.,Library of Congress Subject Headings,geographic
"Hiroshima-shi (Japan) -- History -- Bombardment, 1945 -- Personal narratives -- Sources",Library of Congress Subject Headings,geographic
United States -- Foreign relations -- Vietnam -- Citizen participation -- History -- Sources,Library of Congress Subject Headings,geographic
Central America -- Social conditions -- History -- Sources,Library of Congress Subject Headings,geographic
United States -- Foreign relations -- 20th century -- Sources,Library of Congress Subject Headings,geographic
Pennsylvania,lcsh,geographic
United States -- Military policy -- History -- Sources,Library of Congress Subject Headings,geographic
United States -- Foreign relations -- El Salvador -- History -- Sources,Library of Congress Subject Headings,geographic
El Salvador -- Foreign relations -- United States -- History -- Sources,Library of Congress Subject Headings,geographic
Harrisburg (Pa.) -- History -- Sources,Library of Congress Subject Headings,geographic
Germany,lcnaf,geographic
Peru -- Politics and government -- 20th century -- Sources,Library of Congress Subject Headings,geographic
Franklin County (Ohio) -- History -- Sources,Library of Congress Subject Headings,geographic
Palestine -- Politics and government -- 1948- -- History -- Sources,Library of Congress Subject Headings,geographic
United States -- Politics and government -- 20th century -- History -- Sources,Library of Congress Subject Headings,geographic
Vietnam -- Politics and government -- 1945-1975 -- Sources,Library of Congress Subject Headings,geographic
Chester County (Pa.),lcnaf,geographic
United States -- Politics and government -- 20th century -- Sources,Library of Congress Subject Headings,geographic
United States -- Foreign relations -- Middle East,Library of Congress Subject Headings,geographic
Middle East -- Foreign relations -- United States,Library of Congress Subject Headings,geographic
Middle East -- Social conditions,Library of Congress Subject Headings,geographic
Middle East -- Politics and government -- 1945-,Library of Congress Subject Headings,geographic
United States -- Politics and government -- 2001-2009 -- Sources,Library of Congress Subject Headings,geographic
Guatemala -- History -- 20th century,Library of Congress Subject Headings,geographic
"Nagasaki-shi (Japan) -- History -- Bombardment, 1945",Library of Congress Subject Headings,geographic
"Hiroshima-shi (Japan) -- History -- Bombardment, 1945",Library of Congress Subject Headings,geographic
Outer space.,Library of Congress Subject Headings,geographic
Rochester (N.Y.) -- History -- Sources.,Library of Congress Subject Headings,geographic
United States -- Military policy,Library of Congress Subject Headings,geographic
India -- Politics and government -- 20th century,Library of Congress Subject Headings,geographic
India -- Foreign relations -- United States,Library of Congress Subject Headings,geographic
United States -- Foreign relations -- India,Library of Congress Subject Headings,geographic
"United States -- History -- Civil War, 1861-1865 -- Personal narratives -- Sources",Library of Congress Subject Headings,geographic
"Japan -- History -- Allied occupation, 1945-1952 -- Sources",Library of Congress Subject Headings,geographic
Japan -- Description and travel -- Sources,Library of Congress Subject Headings,geographic
Switzerland,lcnaf,geographic
Soviet Union -- Politics and government -- 1917-1936 -- Sources,Library of Congress Subject Headings,geographic
"India -- History -- British occupation, 1765-1947 -- Sources",Library of Congress Subject Headings,geographic
India -- Politics and government -- 1919-1947 -- Sources,Library of Congress Subject Headings,geographic
United States -- Military relations -- Central America,Library of Congress Subject Headings,geographic
Central America -- Military relations -- United States,Library of Congress Subject Headings,geographic
Central America -- Foreign relations -- United States -- 1979-  -- Sources,Library of Congress Subject Headings,geographic
Nicaragua -- Politics and government -- 1979-1990 -- Sources,Library of Congress Subject Headings,geographic
Guatemala -- Politics and government -- 1985- -- Sources,Library of Congress Subject Headings,geographic
El Salvador -- Politics and government -- 1979-1992 -- Sources,Library of Congress Subject Headings,geographic
Central America -- History -- Sources,Library of Congress Subject Headings,geographic
Montgomery County (Pa.) -- History -- Sources,lcsh,geographic
United States -- Race relations -- History -- Sources,Library of Congress Subject Headings,geographic
Australia -- Social conditions -- Sources,Library of Congress Subject Headings,geographic
"United States -- Armed Forces -- Recruiting, enlistment, etc -- History -- Sources",Library of Congress Subject Headings,geographic
India -- Foreign relations -- Great Britain,Library of Congress Subject Headings,geographic
Great Britain -- Foreign relations -- India,Library of Congress Subject Headings,geographic
United States -- Armed Forces -- Appropriations and expenditures,Library of Congress Subject Headings,geographic
United States -- Armed Forces -- Political activity -- History -- Sources,Library of Congress Subject Headings,geographic
"Nagasaki-shi (Japan) -- History -- Bombardment, 1945 -- Anniversaries, etc.",Library of Congress Subject Headings,geographic
"Hiroshima-shi (Japan) -- History -- Bombardment, 1945 -- Anniversaries, etc.",Library of Congress Subject Headings,geographic
"Fort Detrick (Frederick, Md.) -- History",Library of Congress Subject Headings,geographic
United States -- Politics and government -- 1981-1989,Library of Congress Subject Headings,geographic
Arizona -- Politics and government,Library of Congress Subject Headings,geographic
United States -- Foreign relations,Library of Congress Subject Headings,geographic
Soviet Union -- Foreign relations -- United States,Library of Congress Subject Headings,geographic
United States -- Foreign relations -- Soviet Union,Library of Congress Subject Headings,geographic
Central America -- Politics and government -- 1979-,Library of Congress Subject Headings,geographic
"Chiapas (Mexico) -- History -- Peasant Uprising, 1994- -- Sources",Library of Congress Subject Headings,geographic
"United States -- Armed Forces -- Recruiting, enlistment, etc.",Library of Congress Subject Headings,geographic
Bucks County (Pa.) -- Race relations -- History -- Sources,Library of Congress Subject Headings,geographic
New York Harbor (N.Y. and N.J.) -- History -- Sources,Library of Congress Subject Headings,geographic
United States -- Foreign relations -- Sources,Library of Congress Subject Headings,geographic
"Soviet Union -- History -- Revolution, 1917-1921 -- Civilian relief -- Sources",lcsh,geographic
Nicaragua -- Foreign relations -- United States,Library of Congress Subject Headings,geographic
United States -- Foreign relations -- Nicaragua,Library of Congress Subject Headings,geographic
Nicaragua -- Politics and government -- 1979-1990,Library of Congress Subject Headings,geographic
Israel -- Politics and government -- 20th century -- Sources,Library of Congress Subject Headings,geographic
United States -- Foreign relations -- Israel,lcsh,geographic
Israel -- Foreign relations -- Arab countries,Library of Congress Subject Headings,geographic
United States -- Military policy -- Economic aspects -- History -- Sources,Library of Congress Subject Headings,geographic
Iran -- Politics and government -- 1941-1979 -- Sources,Library of Congress Subject Headings,geographic
Delaware County (Pa.) -- History -- Sources,Library of Congress Subject Headings,geographic
Central America -- Politics and government -- 1979-  -- Sources,Library of Congress Subject Headings,geographic
Latin America -- Politics and government -- 1980-  -- Sources,Library of Congress Subject Headings,geographic
United States -- Foreign relations -- Central America,Library of Congress Subject Headings,geographic
Philadelphia (Pa.) -- History -- Sources,lcsh,geographic
United States -- Foreign relations -- Latin America,Library of Congress Subject Headings,geographic
Latin America -- Foreign relations -- United States,Library of Congress Subject Headings,geographic
Exeter (England) -- History -- Sources,Library of Congress Subject Headings,geographic
Central America -- Foreign relations -- United States,Library of Congress Subject Headings,geographic
Nevada Test Site (Nev.),Library of Congress Subject Headings,geographic
New York (State) -- Race relations,Library of Congress Subject Headings,geographic
United States -- Race relations -- History -- 20th century -- Sources,Library of Congress Subject Headings,geographic
China -- Foreign relations -- United States,Library of Congress Subject Headings,geographic
United States -- Foreign relations -- China,Library of Congress Subject Headings,geographic
Guatemala -- Politics and government -- 1985-,Library of Congress Subject Headings,geographic
"Spain -- History -- Civil War, 1936-1939 -- Sources",Library of Congress Subject Headings,geographic
United States,lcnaf,geographic
United States -- Foreign relations -- Philippines -- History -- Sources,Library of Congress Subject Headings,geographic
Philippines -- Foreign relations -- United States -- History -- Sources,Library of Congress Subject Headings,geographic
Great Britain,lcnaf,geographic
"Nigeria -- History -- Civil War, 1967-1970 -- Sources",Library of Congress Subject Headings,geographic
Great Britain -- Foreign relations -- 1910-1936 -- Sources,Library of Congress Subject Headings,geographic
Indochina -- Politics and government -- 1945- -- Sources,Library of Congress Subject Headings,geographic
Indochina -- Foreign relations -- United States -- History -- Sources,Library of Congress Subject Headings,geographic
United States -- Foreign relations -- Indochina -- History -- Sources,Library of Congress Subject Headings,geographic
"Nigeria -- History -- Civil War, 1967-1970 -- Civilian relief -- Sources",Library of Congress Subject Headings,geographic
Great Britain -- Foreign relations -- 20th century -- Sources,Library of Congress Subject Headings,geographic
"Hiroshima-shi (Japan) -- History -- Bombardment, 1945 -- Anniversaries, etc. -- Sources",Library of Congress Subject Headings,geographic
Southeast Asia -- Periodicals,lcsh,geographic
Eniwetok Proving Grounds (Marshall Islands) -- History -- Sources,Library of Congress Subject Headings,geographic
Eniwetok Proving Grounds (Marshall Islands),Library of Congress Subject Headings,geographic
Partinico (Italy) -- History -- Sources,Library of Congress Subject Headings,geographic
Sicily (Italy) -- Social conditions -- Sources.,Library of Congress Subject Headings,geographic
Italy -- Social conditions -- 1945-1976 -- Sources,Library of Congress Subject Headings,geographic
Italy -- Economic Conditions -- 1945- -- Sources,Library of Congress Subject Headings,geographic
Sicily (Italy) -- Economic conditions -- 1945- -- Sources.,Library of Congress Subject Headings,geographic
California -- Politics and government,Library of Congress Subject Headings,geographic
Illinois -- Politics and government,Library of Congress Subject Headings,geographic
Wisconsin -- Politics and government,Library of Congress Subject Headings,geographic
Connecticut -- Politics and government -- 1865-1950  -- Sources,Library of Congress Subject Headings,geographic
United States -- Armed Forces -- Finance -- History -- Sources,Library of Congress Subject Headings,geographic
"Fort Detrick (Frederick, Md.) -- History -- Sources",Library of Congress Subject Headings,geographic
Mohonk Lake (N.Y.) -- History -- Sources,Library of Congress Subject Headings,geographic
Mohonk Lake (N.Y.) -- Congresses -- History -- Sources,Library of Congress Subject Headings,geographic
United States -- Politics and government -- 20th century,lcsh,geographic
Germany -- History -- 1918-1933 -- Pictorial works,Library of Congress Subject Headings,geographic
"Nicaragua -- History -- Revolution, 1979 -- Sources",Library of Congress Subject Headings,geographic
Nevada Test Site (Nev.) -- History -- Sources,Library of Congress Subject Headings,geographic
Russia -- Civilian relief,lcsh,geographic
Johns Island (S.C.) -- History -- 19th century,lcsh,geographic
Saint Helena Island (S.C.)  -- History -- 19th century,lcsh,geographic
Sea Islands  -- Social conditions -- 19th century,lcsh,geographic
Wadmalaw Island (S.C.)  -- History -- 19th century,lcsh,geographic
Vermont -- History,lcsh,geographic
Vermont -- In literature,lcsh,geographic
Argentina -- description and travel,lcsh,geographic
Eastern Shore (Md. and Va.)  -- History,lcsh,geographic
Mercer County (N.J.) -- Genealogy,lcsh,geographic
Caroline County (Md.) -- History,lcsh,geographic
Levittown (N.Y.) -- History,lcsh,geographic
Philadelphia (Pa.) -- Social conditions,lcsh,geographic
Buck Hill Falls (Pa.) -- Quakers,lcsh,geographic
"United States -- Centennial celebrations, etc",lcsh,geographic
New Jersey -- description and travel,lcsh,geographic
Nassau County (N.Y.) -- History,lcsh,geographic
Michigan -- description and travel -- 19th century,lcsh,geographic
Japan -- Social life and customs,lcsh,geographic
Sandy Spring (Md.)  -- History -- Sources,lcsh,geographic
Israel -- Foreign relations -- Egypt,lcsh,geographic
